ecotype_id,country,latitude,longitude,pop,nativename
8631,United States of America,42.093,-86.359,Americas,11ME2.12
8640,United States of America,42.093,-86.359,Americas,11ME2.5
8673,United States of America,42.0945,-86.3253,Americas,328PNA032
8687,United States of America,42.0945,-86.3253,Americas,328PNA047
8690,United States of America,42.0945,-86.3253,Americas,328PNA051
8692,United States of America,42.0945,-86.3253,Americas,328PNA054
8695,United States of America,42.0945,-86.3253,Americas,328PNA057
8701,United States of America,42.0945,-86.3253,Americas,328PNA064
8719,United States of America,42.0945,-86.3253,Americas,1130PNA1.10
8724,United States of America,42.0945,-86.3253,Americas,11PNA1.15
8725,United States of America,42.0945,-86.3253,Americas,11PNA1.4
8727,United States of America,42.0945,-86.3253,Americas,11PNA1.6
8730,United States of America,42.0945,-86.3253,Americas,11PNA1.9
8759,United States of America,42.0945,-86.3253,Americas,11PNA3.18
8760,United States of America,42.0945,-86.3253,Americas,11PNA3.19
8768,United States of America,42.0945,-86.3253,Americas,11PNA3.63
8770,United States of America,42.0945,-86.3253,Americas,11PNA3.65
8774,United States of America,42.0945,-86.3253,Americas,11PNA3.71
8777,United States of America,42.0945,-86.3253,Americas,11PNA3.75
8787,United States of America,42.0945,-86.3253,Americas,11PNA3.86
8791,United States of America,42.0945,-86.3253,Americas,11PNA3.90
8796,United States of America,42.0945,-86.3253,Americas,11PNA4.101
8805,United States of America,42.0945,-86.3253,Americas,11PNA4.110
8811,United States of America,42.0945,-86.3253,Americas,11PNA4.116
8824,United States of America,42.0945,-86.3253,Americas,11PNA4.129
8954,United States of America,42.036,-86.511,Americas,RMX413.1
8957,United States of America,42.036,-86.511,Americas,RMX413.12
8961,United States of America,42.036,-86.511,Americas,RMX413.16
8962,United States of America,42.036,-86.511,Americas,RMX413.17
8965,United States of America,42.036,-86.511,Americas,RMX413.2
8966,United States of America,42.036,-86.511,Americas,RMX413.20
8967,United States of America,42.036,-86.511,Americas,RMX413.21
8969,United States of America,42.036,-86.511,Americas,RMX413.24
8970,United States of America,42.036,-86.511,Americas,RMX413.25
8973,United States of America,42.036,-86.511,Americas,RMX413.29
8975,United States of America,42.036,-86.511,Americas,RMX413.30
8976,United States of America,42.036,-86.511,Americas,RMX413.31
8977,United States of America,42.036,-86.511,Americas,RMX413.32
8985,United States of America,42.036,-86.511,Americas,RMX413.4
8992,United States of America,42.036,-86.511,Americas,RMX413.48
8996,United States of America,42.036,-86.511,Americas,RMX413.51
9001,United States of America,42.036,-86.511,Americas,RMX413.57
9004,United States of America,42.036,-86.511,Americas,RMX413.6
9006,United States of America,42.036,-86.511,Americas,RMX413.62
9007,United States of America,42.036,-86.511,Americas,RMX413.63
9008,United States of America,42.036,-86.511,Americas,RMX413.66
9011,United States of America,42.036,-86.511,Americas,RMX413.69
9012,United States of America,42.036,-86.511,Americas,RMX413.7
9041,United States of America,42.039,-86.5154,Americas,RMXF413.10
9045,United States of America,42.039,-86.5154,Americas,RMXF413.15
9053,United States of America,42.039,-86.5154,Americas,RMXF413.6
402,Czech Republic,49.3667,16.2667,Austria-Hungary,Zdarec2
